customer_id,age,income,debt,credit_limit,credit_used,employment_years,employment_type,target
CUST_01378,33,82638,26426,5623,500,15,Salaried,0
CUST_01379,79,20947,2743,11346,3458,42,Salaried,0
CUST_01380,18,69239,127382,36013,22087,0,Unemployed,1
CUST_01381,39,68599,82634,20702,11836,21,Self-Employed,0
CUST_01382,42,100059,86574,11565,50,1,Self-Employed,0
CUST_01383,62,72665,32216,39775,18315,8,Salaried,0
CUST_01384,66,126830,162097,49969,43180,15,Salaried,0
CUST_01385,50,74149,84458,6089,5191,12,Salaried,0
CUST_01386,20,147087,232944,20306,19882,2,Salaried,1
CUST_01387,65,100293,124812,48144,45842,5,Salaried,0
CUST_01388,64,70444,37528,39082,37479,18,Salaried,0
CUST_01389,63,86143,22830,24749,22054,2,Salaried,0
CUST_01390,73,81184,30324,36599,35433,10,Self-Employed,0
CUST_01391,31,42338,11722,11912,7125,12,Self-Employed,0
CUST_01392,19,41002,36747,19442,8441,1,Self-Employed,0
CUST_01393,78,137638,71175,40031,32241,42,Salaried,0
CUST_01394,62,63620,100445,44366,4238,14,Self-Employed,0
CUST_01395,42,139297,200094,47855,42080,22,Self-Employed,0
CUST_01396,79,132216,117205,21979,3790,27,Self-Employed,0
CUST_01397,25,31683,61421,17331,3804,5,Self-Employed,1
CUST_01398,26,131847,880,25368,2027,5,Self-Employed,0
CUST_01399,30,131033,83792,28922,26133,6,Self-Employed,0
CUST_01400,68,36555,29116,11985,6476,33,Salaried,0
CUST_01401,72,80372,77810,19346,16378,20,Salaried,0
CUST_01402,27,98835,174417,7250,4906,4,Salaried,1
CUST_01403,50,149805,250757,46358,14136,7,Salaried,1
CUST_01404,63,146680,174663,15007,13564,24,Salaried,0
CUST_01405,72,116030,192866,8444,2933,51,Salaried,0
CUST_01406,64,71355,41731,6413,4488,19,Self-Employed,0
CUST_01407,45,108853,198630,30648,12814,15,Self-Employed,1
CUST_01408,64,57098,25571,40914,25806,18,Salaried,0
CUST_01409,38,118601,14188,24927,14992,18,Self-Employed,0
CUST_01410,54,38030,38152,14491,3436,28,Salaried,0
CUST_01411,65,45644,47477,42727,6681,47,Salaried,0
CUST_01412,72,39346,55982,49528,11024,24,Self-Employed,0
CUST_01413,24,66607,13755,12690,8444,3,Salaried,0
CUST_01414,55,76861,105904,21056,1113,9,Salaried,0
CUST_01415,43,84045,45216,47781,24600,9,Salaried,0
CUST_01416,68,107914,121549,47618,25041,42,Salaried,0
CUST_01417,59,78342,30573,10415,1999,23,Salaried,0
CUST_01418,60,139076,251395,22938,22732,32,Salaried,0
CUST_01419,68,97709,168977,33420,19553,11,Salaried,1
CUST_01420,24,62628,93555,40226,12116,0,Unemployed,1
CUST_01421,62,22588,35154,39739,32018,25,Salaried,1
CUST_01422,71,96640,170839,13132,12345,34,Self-Employed,0
CUST_01423,79,106321,157051,16792,174,57,Salaried,0
CUST_01424,69,61195,75377,18515,5282,7,Salaried,0
CUST_01425,34,131601,65387,38170,19567,1,Salaried,0
CUST_01426,52,42492,11,21275,9850,27,Self-Employed,0
CUST_01427,78,88084,172794,40002,29158,57,Self-Employed,1
CUST_01428,49,111108,92305,44726,35272,20,Salaried,0
CUST_01429,62,32977,31077,7407,1540,42,Self-Employed,0
CUST_01430,72,129134,157848,41180,14158,13,Self-Employed,0
CUST_01431,35,36841,33419,22083,12510,13,Salaried,0
CUST_01432,28,72436,66631,49336,27875,7,Salaried,0
CUST_01433,27,90242,70621,46492,45665,3,Salaried,0
CUST_01434,63,68777,134067,44645,10750,36,Salaried,1
CUST_01435,27,61465,79116,21220,2540,6,Salaried,0
CUST_01436,52,34416,11662,28777,10928,26,Salaried,0
CUST_01437,27,133882,51352,29717,7281,3,Salaried,0
CUST_01438,24,122594,46066,39503,20090,0,Unemployed,0
CUST_01439,69,84175,149987,23480,18072,6,Salaried,1
CUST_01440,24,137515,89520,25840,24637,0,Unemployed,0
CUST_01441,40,125655,139377,41154,38968,21,Self-Employed,0
CUST_01442,43,82503,2489,50000,33657,18,Salaried,0
CUST_01443,60,36563,35044,8464,6064,9,Salaried,0
CUST_01444,33,108895,47999,33767,23199,13,Self-Employed,0
CUST_01445,50,57594,68235,19992,10000,17,Self-Employed,0
CUST_01446,23,144184,163964,10907,10398,2,Salaried,1
CUST_01447,64,51462,7525,10543,4683,5,Salaried,0
CUST_01448,49,125951,248616,32786,8940,0,Unemployed,1
CUST_01449,50,109800,161555,17463,238,7,Salaried,0
CUST_01450,62,90035,173322,39610,2775,22,Salaried,1
CUST_01451,79,42089,68618,19750,5728,43,Self-Employed,0
CUST_01452,71,37474,6672,32703,16236,32,Salaried,0
CUST_01453,41,147104,130948,40331,7724,3,Salaried,0
CUST_01454,48,58475,96734,46364,37279,8,Salaried,1
CUST_01455,77,59953,84275,38785,2321,59,Self-Employed,0
CUST_01456,75,100969,93256,5386,5042,54,Salaried,0
CUST_01457,37,66385,48800,31349,11617,3,Salaried,0
CUST_01458,45,84493,134825,15073,6729,6,Salaried,1
CUST_01459,49,20905,16392,19817,15423,9,Self-Employed,0
CUST_01460,37,67775,70643,12123,7185,13,Self-Employed,0
CUST_01461,46,41211,56880,5380,2942,4,Salaried,0
CUST_01462,63,46013,5276,13760,6464,7,Salaried,0
CUST_01463,39,138095,104329,36411,17419,1,Salaried,0
CUST_01464,49,92105,33406,26291,24611,31,Self-Employed,0
CUST_01465,74,72412,101934,13612,1797,32,Self-Employed,0
CUST_01466,68,22772,32768,5894,5606,8,Salaried,1
CUST_01467,61,128768,156522,5526,3558,21,Salaried,0
CUST_01468,36,83691,64945,45475,9993,2,Self-Employed,0
CUST_01469,29,52698,34541,21210,14062,4,Self-Employed,0
CUST_01470,63,122592,131683,45049,11874,6,Self-Employed,0
CUST_01471,72,97489,60131,12894,2167,40,Salaried,0
CUST_01472,35,149813,223505,6157,5050,6,Self-Employed,1
CUST_01473,73,26678,20083,46504,15166,24,Salaried,0
CUST_01474,45,82809,13541,24941,3606,1,Salaried,0
CUST_01475,35,143600,129482,25961,1558,11,Self-Employed,0
CUST_01476,18,26832,13892,23698,15468,0,Unemployed,0
CUST_01477,56,33207,64393,28827,10953,27,Salaried,1
CUST_01478,24,107680,179034,41160,8539,0,Unemployed,1
CUST_01479,65,126172,154379,39659,39630,23,Self-Employed,1
CUST_01480,59,56168,11433,11970,2137,13,Salaried,0
CUST_01481,56,35775,24960,17643,14606,2,Salaried,0
CUST_01482,22,143445,158060,36077,13238,4,Salaried,0
CUST_01483,27,25742,36077,21549,18361,2,Salaried,0
CUST_01484,75,67973,30783,33581,4437,28,Salaried,0
CUST_01485,51,142071,87522,44266,17966,32,Self-Employed,0
CUST_01486,26,57965,74209,8984,3116,0,Unemployed,0
CUST_01487,43,84884,134607,9914,2711,21,Salaried,0
CUST_01488,50,70351,71170,18561,6031,24,Salaried,0
CUST_01489,54,48548,67213,34847,33018,0,Unemployed,0
CUST_01490,51,53925,38844,22597,18092,19,Self-Employed,0
CUST_01491,32,25978,2561,46917,9708,8,Salaried,0
CUST_01492,35,141536,27011,47101,16318,4,Salaried,0
CUST_01493,31,90070,91085,46463,39659,1,Salaried,0
CUST_01494,38,30911,8756,31761,29436,17,Salaried,0
CUST_01495,38,149140,5456,28296,7185,1,Salaried,0
CUST_01496,35,43165,70436,48077,38224,8,Self-Employed,1
CUST_01497,65,110192,67461,46040,41569,24,Self-Employed,0
CUST_01498,31,127065,70462,18364,12958,7,Salaried,0
CUST_01499,32,115657,38884,36392,6140,11,Salaried,0
CUST_01500,47,44251,24754,42333,32146,26,Self-Employed,0
CUST_01501,29,104877,42708,16647,12917,4,Salaried,0
CUST_01502,30,29103,16072,34820,26378,2,Salaried,0
CUST_01503,51,37995,13071,29764,12582,0,Unemployed,0
CUST_01504,70,21776,2866,13662,4068,48,Self-Employed,0
CUST_01505,35,38695,1231,11969,8886,0,Unemployed,0
CUST_01506,39,131767,251881,41887,29119,2,Salaried,0
CUST_01507,37,63483,7323,40620,17528,15,Salaried,0
CUST_01508,25,22779,6738,40693,19447,0,Unemployed,0
CUST_01509,74,129639,239119,19700,786,26,Salaried,1
CUST_01510,42,39316,29607,49853,25214,11,Salaried,0
CUST_01511,63,127844,28871,19714,3333,7,Salaried,0
CUST_01512,36,66833,31024,28625,2778,2,Salaried,0
CUST_01513,56,39805,43888,44296,11885,11,Salaried,0
CUST_01514,27,137062,150473,27831,3405,4,Salaried,0
CUST_01515,49,106734,212525,10004,35,23,Self-Employed,0
CUST_01516,80,39482,41976,14684,6399,49,Salaried,0
CUST_01517,68,122963,29665,42869,28013,30,Self-Employed,0
CUST_01518,35,38961,16716,16919,12616,2,Salaried,0
CUST_01519,49,75552,108513,44435,41720,30,Salaried,1
CUST_01520,69,143735,200899,32437,18000,41,Self-Employed,0
CUST_01521,52,84566,60323,30206,2739,34,Salaried,0
CUST_01522,44,89067,57497,10718,3853,18,Self-Employed,0
CUST_01523,31,131489,190001,41593,31059,0,Unemployed,0
CUST_01524,76,34438,47298,14132,4828,3,Self-Employed,0
CUST_01525,71,131845,220765,20892,6905,35,Self-Employed,0
CUST_01526,21,117910,182394,14376,6184,1,Salaried,0
CUST_01527,62,146473,55579,48433,38116,27,Salaried,0
CUST_01528,71,97847,95746,14258,1294,10,Salaried,0
CUST_01529,18,94603,39247,16955,15393,0,Unemployed,0
CUST_01530,65,89133,123256,31969,23676,44,Self-Employed,0
CUST_01531,68,104521,29167,15216,983,44,Salaried,0
CUST_01532,20,99190,131935,15508,178,0,Unemployed,0
CUST_01533,45,109116,217453,21911,18745,14,Salaried,1
CUST_01534,63,49794,35628,11025,8544,27,Self-Employed,0
CUST_01535,78,36401,7339,19346,12854,47,Salaried,0
CUST_01536,65,147924,40479,35699,31287,35,Salaried,0
CUST_01537,59,73097,97380,47378,27801,24,Salaried,0
CUST_01538,24,33683,47540,44530,21985,0,Unemployed,1
CUST_01539,36,41333,27775,44132,719,17,Salaried,0
CUST_01540,37,44607,4242,20750,8820,17,Salaried,0
CUST_01541,54,94029,126827,7993,393,2,Salaried,0
CUST_01542,78,60449,46746,23507,13046,0,Unemployed,0
CUST_01543,38,118545,33952,49216,6381,12,Self-Employed,0
CUST_01544,75,117183,211679,14842,388,32,Salaried,0
CUST_01545,42,82515,9806,24013,5282,18,Self-Employed,0
CUST_01546,47,30322,47085,20176,7066,28,Salaried,0
CUST_01547,59,38463,65748,38836,34294,10,Self-Employed,0
CUST_01548,39,78652,94454,45859,28239,4,Salaried,1
CUST_01549,63,121472,54741,45002,39772,43,Salaried,0
CUST_01550,27,94304,3916,14346,12555,7,Salaried,0
CUST_01551,53,133709,238450,25559,5561,5,Salaried,0
CUST_01552,28,28934,23158,10847,1165,4,Salaried,0
CUST_01553,67,80390,67115,33969,9204,16,Self-Employed,0
CUST_01554,80,94545,75137,31275,13403,31,Salaried,0
CUST_01555,76,109205,134343,45935,20555,8,Salaried,0
CUST_01556,61,74158,11187,45672,42196,32,Salaried,0
CUST_01557,68,52088,1041,15129,13976,44,Self-Employed,0
CUST_01558,42,40736,9565,19617,12721,18,Salaried,0
CUST_01559,60,32255,42105,40069,30464,22,Salaried,1
CUST_01560,29,115915,104056,33384,13072,1,Self-Employed,0
CUST_01561,22,61587,63739,18935,15604,2,Self-Employed,1
CUST_01562,47,25017,30799,14536,10489,17,Salaried,0
CUST_01563,54,24105,23690,33187,31025,24,Salaried,0
CUST_01564,31,133773,221732,22684,8259,0,Unemployed,1
CUST_01565,23,38577,35901,31546,2677,0,Unemployed,0
CUST_01566,63,79168,68012,17063,1761,26,Salaried,0
CUST_01567,75,76168,77831,15782,3253,21,Self-Employed,0
CUST_01568,44,83127,42123,33625,23245,15,Salaried,0
CUST_01569,54,71005,52051,10099,9477,0,Unemployed,0
CUST_01570,38,107040,120234,14665,8182,10,Salaried,0
CUST_01571,25,123811,189342,5240,3690,6,Salaried,0
CUST_01572,72,36478,12772,7391,1790,40,Salaried,0
CUST_01573,30,75073,43542,44383,24743,11,Salaried,0
CUST_01574,31,144829,7534,29265,26665,3,Self-Employed,0
CUST_01575,37,137526,65402,37711,29884,9,Salaried,0
CUST_01576,40,66165,88034,12430,2880,17,Salaried,0
CUST_01577,41,43186,71141,33565,25006,17,Salaried,1
CUST_01578,60,110249,184049,45656,6502,27,Salaried,0
CUST_01579,69,129738,4306,45387,26953,6,Salaried,0
CUST_01580,65,118530,26136,46518,29104,39,Self-Employed,0
CUST_01581,69,24277,27567,18885,7303,42,Salaried,0
CUST_01582,53,69948,123096,13155,5744,7,Salaried,0
CUST_01583,76,80810,103758,5498,3069,26,Self-Employed,0
CUST_01584,50,57172,34668,25145,13589,17,Self-Employed,0
CUST_01585,18,137989,17130,6017,215,0,Unemployed,0
CUST_01586,41,130201,157272,25805,10980,16,Self-Employed,0
CUST_01587,54,76363,102593,17626,12888,15,Salaried,0
CUST_01588,69,142151,204688,16384,13209,36,Salaried,0
CUST_01589,51,40767,16558,38046,7757,27,Salaried,0
CUST_01590,68,71381,68217,41235,10423,48,Salaried,0
CUST_01591,31,32223,756,46215,38881,1,Salaried,0
CUST_01592,57,112743,20649,42473,25061,34,Self-Employed,0
CUST_01593,64,37111,46939,17226,7855,29,Salaried,0
CUST_01594,32,58918,32145,29779,25244,3,Salaried,0
CUST_01595,21,56040,18844,46119,1516,0,Unemployed,0
CUST_01596,55,133631,64321,12017,2323,6,Salaried,0
CUST_01597,75,43675,47369,18629,12805,5,Salaried,0
CUST_01598,68,22877,41004,10001,3445,26,Salaried,0
CUST_01599,42,136616,236390,15558,2945,10,Salaried,1
CUST_01600,75,43419,79515,7061,960,42,Salaried,0
CUST_01601,40,83427,1314,15380,8548,19,Salaried,0
CUST_01602,77,35937,70248,6509,4243,12,Salaried,1
CUST_01603,27,48351,28437,6933,2683,5,Salaried,0
CUST_01604,23,115386,70147,22935,15780,5,Self-Employed,0
CUST_01605,23,65685,77154,35608,32492,5,Salaried,1
CUST_01606,78,72421,45340,17968,9210,59,Salaried,0
CUST_01607,24,96499,81680,15856,13010,6,Self-Employed,0
CUST_01608,64,83941,111080,44081,17804,27,Self-Employed,0
CUST_01609,57,34097,26177,42168,23128,38,Salaried,0
CUST_01610,58,127392,233163,7212,4189,4,Salaried,1
CUST_01611,44,58466,84554,39766,23085,19,Self-Employed,1
CUST_01612,25,43580,24368,28445,8038,5,Salaried,0
CUST_01613,60,68714,82431,13015,157,23,Salaried,0
CUST_01614,18,113952,56039,35498,21073,0,Unemployed,0
CUST_01615,53,28681,13905,39554,14251,24,Salaried,0
CUST_01616,35,113882,169415,32639,22352,2,Salaried,0
CUST_01617,38,126613,13018,37370,32679,10,Salaried,0
CUST_01618,35,75212,44863,44415,21422,3,Salaried,0
CUST_01619,33,95551,74720,6168,5272,0,Unemployed,0
CUST_01620,54,149493,242101,23636,4294,0,Unemployed,0
CUST_01621,43,24850,2563,27111,21128,17,Self-Employed,0
CUST_01622,48,32467,47399,24726,9000,26,Self-Employed,0
CUST_01623,40,72473,82096,37362,3084,2,Salaried,0
CUST_01624,62,148970,63655,29504,20249,29,Salaried,0
CUST_01625,32,26269,6890,26158,22531,13,Salaried,0
CUST_01626,32,42307,48349,40229,323,1,Salaried,0
CUST_01627,73,26880,2823,12261,786,16,Self-Employed,0
CUST_01628,22,54567,103760,29874,8844,2,Salaried,0
CUST_01629,77,38056,16552,25927,4849,37,Salaried,0
CUST_01630,74,131431,64158,39194,34576,26,Salaried,0
CUST_01631,48,106673,84387,36634,14800,15,Self-Employed,0
CUST_01632,67,58828,73205,20884,6746,45,Salaried,0
CUST_01633,22,147371,6882,48941,14164,3,Salaried,0
CUST_01634,42,44630,27349,43700,34579,15,Salaried,0
CUST_01635,38,119678,171780,15092,13890,9,Self-Employed,1
CUST_01636,76,37047,50538,34650,33650,14,Self-Employed,1
CUST_01637,43,44635,21521,49975,20129,2,Salaried,0
CUST_01638,54,104984,28094,12222,3941,6,Salaried,0
CUST_01639,47,44514,86754,39792,29664,8,Salaried,1
CUST_01640,25,141494,111183,14871,6503,1,Salaried,0
CUST_01641,50,63743,48467,11410,805,3,Salaried,0
CUST_01642,64,141637,99326,31390,5788,27,Salaried,0
CUST_01643,51,99619,28622,49640,3268,31,Salaried,0
CUST_01644,79,34559,4677,42698,17444,14,Salaried,0
CUST_01645,52,33242,53026,30684,12874,17,Salaried,1
CUST_01646,64,128012,53924,16208,12873,44,Salaried,0
CUST_01647,58,57747,407,11176,3032,38,Salaried,0
CUST_01648,62,101542,180338,20638,5578,30,Self-Employed,1
CUST_01649,22,41842,59666,14295,208,1,Salaried,0
CUST_01650,45,63785,23267,22290,2522,0,Unemployed,0
CUST_01651,66,131816,184624,36052,65,0,Unemployed,0
CUST_01652,33,81940,4558,42176,19048,3,Salaried,0
CUST_01653,51,85948,24617,11553,4990,10,Self-Employed,0
CUST_01654,39,79325,143055,21865,21738,15,Self-Employed,1
CUST_01655,41,80129,92438,24735,23270,0,Unemployed,1
CUST_01656,51,121518,179774,39033,1358,30,Salaried,0
CUST_01657,44,132232,74256,28409,16312,7,Salaried,0
CUST_01658,54,117125,195130,10850,3175,27,Salaried,0
CUST_01659,42,103720,164335,49485,35711,3,Self-Employed,0
CUST_01660,46,149411,139098,49503,22861,28,Salaried,0
CUST_01661,43,97220,72416,25271,6244,13,Self-Employed,0
CUST_01662,51,111991,32233,33407,29820,21,Self-Employed,0
CUST_01663,68,123853,2184,37697,9642,22,Salaried,0
CUST_01664,27,88575,174147,15656,4974,4,Salaried,1
CUST_01665,22,124829,10735,19242,9273,2,Salaried,0
CUST_01666,25,26972,28201,28085,21635,7,Salaried,0
CUST_01667,21,52955,37128,37898,36749,1,Salaried,0
CUST_01668,23,113480,192165,17892,14157,2,Salaried,1
CUST_01669,23,58116,46482,21300,20874,1,Salaried,0
CUST_01670,43,146734,158346,44127,20364,3,Self-Employed,0
CUST_01671,45,108987,36484,49782,13074,10,Self-Employed,0
CUST_01672,44,92651,22438,24486,18568,6,Salaried,0
CUST_01673,47,91543,114528,11294,2270,5,Salaried,0
CUST_01674,62,61059,93401,28432,15347,32,Self-Employed,0
CUST_01675,47,75116,146514,6731,6281,13,Salaried,1
CUST_01676,66,38426,31804,43032,33567,39,Self-Employed,0
CUST_01677,57,91207,14034,30733,4126,36,Self-Employed,0
CUST_01678,18,80661,14246,10548,896,0,Unemployed,0
CUST_01679,59,34031,38086,42056,31553,21,Salaried,0
CUST_01680,73,27977,44198,38477,3474,7,Self-Employed,0
CUST_01681,51,38894,20286,24719,20586,31,Salaried,0
CUST_01682,77,20845,13153,12517,1100,51,Salaried,0
CUST_01683,56,135330,129607,18388,3394,7,Salaried,0
CUST_01684,71,86296,31932,24655,13256,28,Salaried,0
CUST_01685,29,127514,143319,22057,20078,3,Self-Employed,0
CUST_01686,72,106266,38337,46693,1419,39,Salaried,0
CUST_01687,70,117596,134090,40827,13130,42,Salaried,0
CUST_01688,36,57938,64613,29073,21879,3,Self-Employed,1
CUST_01689,42,111442,213252,32841,9710,3,Salaried,1
CUST_01690,47,35745,39683,7233,5284,18,Salaried,0
CUST_01691,60,101248,92989,14129,7666,28,Salaried,0
CUST_01692,47,56294,20750,28445,16404,0,Unemployed,0
CUST_01693,50,47627,68820,30599,16811,22,Self-Employed,1
CUST_01694,59,39844,73812,27235,15056,22,Salaried,0
CUST_01695,68,38355,39705,30816,2235,17,Self-Employed,0
CUST_01696,59,83405,158817,48186,11821,24,Self-Employed,1
CUST_01697,77,86450,67954,13481,11432,49,Salaried,0
CUST_01698,79,96116,105846,9428,736,22,Salaried,0
CUST_01699,64,40863,13922,37730,31222,14,Salaried,0
CUST_01700,32,148624,124055,11909,2850,12,Self-Employed,0
CUST_01701,42,119066,16233,45101,16415,13,Self-Employed,0
CUST_01702,72,118295,98126,44749,41372,4,Salaried,0
CUST_01703,77,42815,58918,29748,4365,20,Salaried,0
CUST_01704,54,92937,128739,33672,18749,12,Salaried,1
CUST_01705,65,41245,25204,10637,9537,27,Self-Employed,0
CUST_01706,79,107642,212338,14211,85,6,Salaried,1
CUST_01707,44,94487,89315,17144,16258,17,Self-Employed,0
CUST_01708,31,94759,92302,28362,20266,13,Salaried,0
CUST_01709,72,38071,56034,45990,24649,51,Salaried,0
CUST_01710,54,30242,19544,11613,1932,8,Self-Employed,0
CUST_01711,21,98838,75994,21474,12793,2,Salaried,0
CUST_01712,22,134352,39204,40023,37706,1,Self-Employed,0
CUST_01713,51,142134,29699,40778,7266,32,Salaried,0
CUST_01714,77,140244,16921,27154,13808,16,Salaried,0
CUST_01715,39,136395,172810,48472,4084,1,Salaried,0
CUST_01716,22,125599,184311,7317,2833,4,Self-Employed,0
CUST_01717,78,74557,21127,41138,31376,38,Self-Employed,0
CUST_01718,35,114808,130179,38266,14761,1,Salaried,0
CUST_01719,45,82599,59704,6405,453,9,Self-Employed,0
CUST_01720,68,126346,225521,29863,22345,12,Salaried,0
CUST_01721,19,92416,98888,13207,7040,1,Salaried,0
CUST_01722,53,38057,48196,28054,6345,7,Salaried,0
CUST_01723,76,27592,38575,5658,1860,15,Salaried,0
CUST_01724,66,136435,7811,21378,1863,34,Salaried,0
CUST_01725,26,77482,82346,27915,19739,2,Salaried,0
CUST_01726,33,58327,62744,48095,8020,4,Salaried,0
CUST_01727,22,52794,92439,28393,28139,4,Salaried,1
CUST_01728,63,59677,38362,47837,16004,23,Self-Employed,0
CUST_01729,35,61793,7077,27717,13462,17,Salaried,0
CUST_01730,57,83728,35948,39143,15108,17,Salaried,0
CUST_01731,53,47625,18607,7350,1925,7,Salaried,0
CUST_01732,59,120164,5580,37696,2212,29,Self-Employed,0
CUST_01733,55,70354,22149,8913,4572,19,Self-Employed,0
CUST_01734,42,84927,100293,30209,14549,0,Unemployed,1
CUST_01735,31,69719,13699,48280,19998,2,Salaried,0
CUST_01736,66,65587,88137,22205,19364,1,Self-Employed,1
CUST_01737,19,64688,102578,8743,1789,1,Self-Employed,1
CUST_01738,78,114541,225054,40046,30376,59,Salaried,1
CUST_01739,64,94488,99953,35627,15612,33,Salaried,0
CUST_01740,18,56791,11211,21379,17786,0,Unemployed,0
CUST_01741,54,71721,94816,22612,21601,2,Salaried,1
CUST_01742,59,126202,80450,42253,21036,38,Salaried,0
CUST_01743,72,43433,57659,5581,3821,28,Salaried,0
CUST_01744,40,82941,57106,31778,1919,20,Self-Employed,0
CUST_01745,23,56234,8394,33864,11783,4,Salaried,0
CUST_01746,68,56194,16675,19904,5717,16,Self-Employed,0
CUST_01747,57,105980,171599,7523,1509,3,Salaried,0
CUST_01748,73,77712,145072,19939,1992,37,Salaried,0
CUST_01749,34,147832,185249,40418,2931,8,Salaried,0
CUST_01750,40,34308,14835,38491,5075,2,Salaried,0
CUST_01751,38,94758,178524,32260,2339,11,Self-Employed,0
CUST_01752,74,57104,79556,28611,10976,9,Salaried,0
CUST_01753,75,105456,77086,45757,2041,23,Salaried,0
CUST_01754,20,58125,77493,6673,870,0,Unemployed,0
CUST_01755,69,61039,97261,38304,38108,32,Self-Employed,0
CUST_01756,78,48163,4272,48061,47596,24,Self-Employed,0
CUST_01757,66,105093,58872,42054,32997,5,Self-Employed,0
CUST_01758,58,91857,31782,39587,3370,26,Salaried,0
CUST_01759,60,88740,70564,17781,9603,33,Salaried,0
CUST_01760,39,51860,41263,12563,11355,11,Salaried,0
CUST_01761,64,145515,184541,41730,33137,26,Salaried,1
CUST_01762,41,105633,117694,32449,7528,15,Salaried,0
CUST_01763,70,149334,128421,31713,22089,8,Self-Employed,0
CUST_01764,26,99370,89540,25568,3865,4,Self-Employed,0
CUST_01765,44,86194,165840,17982,5895,4,Salaried,0
CUST_01766,18,41859,54870,22260,18172,0,Unemployed,0
CUST_01767,48,117367,8932,33273,1568,3,Salaried,0
CUST_01768,22,37351,50870,32679,11611,4,Self-Employed,1
CUST_01769,62,92999,31202,27073,27024,15,Self-Employed,0
CUST_01770,55,99791,11858,9833,5815,6,Self-Employed,0
CUST_01771,76,73592,114213,23958,15633,40,Salaried,0
CUST_01772,64,44045,66764,10491,2494,46,Self-Employed,0
CUST_01773,55,97732,118889,29862,10500,23,Salaried,0
CUST_01774,50,114703,25401,20221,9743,17,Self-Employed,0
CUST_01775,21,93941,100681,25878,24815,3,Salaried,1
CUST_01776,27,25496,18235,42692,40335,3,Salaried,0
CUST_01777,40,57328,35893,36892,28764,5,Salaried,0
CUST_01778,28,57811,98758,11954,3795,4,Self-Employed,0
CUST_01779,27,32579,33338,16065,448,3,Salaried,0
CUST_01780,20,145810,102305,5436,4000,2,Salaried,0
CUST_01781,19,68436,73882,42431,27951,0,Unemployed,0
CUST_01782,51,36538,14367,12860,7281,29,Salaried,0
CUST_01783,49,54479,36497,48824,7632,5,Self-Employed,0
CUST_01784,69,30363,47668,9872,5359,47,Self-Employed,0
CUST_01785,39,56190,67219,49045,4855,14,Salaried,0
CUST_01786,38,136951,273309,25809,6238,1,Salaried,0
CUST_01787,60,129790,166329,46109,522,40,Salaried,0
CUST_01788,55,69310,69543,35809,9924,14,Salaried,0
CUST_01789,29,116149,52054,46600,5813,7,Salaried,0
CUST_01790,72,114802,113854,9408,8039,47,Salaried,0
CUST_01791,31,113059,180350,22240,20099,2,Salaried,1
CUST_01792,55,50764,86106,16800,9833,22,Salaried,0
CUST_01793,74,58288,104431,46289,25703,42,Salaried,1
CUST_01794,52,83040,29456,23826,13749,18,Salaried,0
CUST_01795,38,52426,60913,25899,21646,13,Salaried,1
CUST_01796,62,72178,126809,37058,27001,8,Self-Employed,0
CUST_01797,19,58132,111540,31804,1992,1,Salaried,1
CUST_01798,38,54289,106041,33963,27865,10,Salaried,1
CUST_01799,76,27160,14348,27271,20849,17,Salaried,0
CUST_01800,37,78672,43656,40128,13513,13,Salaried,0
CUST_01801,25,144240,282993,6305,5916,5,Salaried,1
CUST_01802,42,31829,59783,28114,25127,24,Self-Employed,0
CUST_01803,22,105843,135960,18792,11865,0,Unemployed,1
CUST_01804,28,129857,188172,20029,9508,8,Salaried,0
CUST_01805,76,69005,65196,5893,295,21,Salaried,0
CUST_01806,66,143254,208633,36778,2771,33,Salaried,0
CUST_01807,37,23177,45093,21207,1106,7,Salaried,1
CUST_01808,25,126560,34391,22694,2782,6,Salaried,0
CUST_01809,50,114648,194681,40500,39640,26,Salaried,0
CUST_01810,24,116452,50930,44694,20459,4,Self-Employed,0
CUST_01811,45,87155,71840,35074,13281,23,Salaried,0
CUST_01812,80,105989,76346,33149,6098,36,Salaried,0
CUST_01813,44,93530,184255,39944,33200,8,Salaried,1
CUST_01814,19,85147,143283,12097,7409,1,Self-Employed,1
CUST_01815,80,23262,29300,29236,15623,25,Self-Employed,0
CUST_01816,59,60712,82564,10481,1562,21,Salaried,0
CUST_01817,31,133354,43981,14262,6605,7,Salaried,0
CUST_01818,48,88603,60930,8862,8084,23,Self-Employed,0
CUST_01819,37,117060,9570,26066,22577,10,Self-Employed,0
CUST_01820,44,134219,140585,18711,18429,0,Unemployed,0
CUST_01821,52,85511,61797,26091,15118,20,Self-Employed,0
CUST_01822,50,92719,111595,10079,6155,5,Self-Employed,1
CUST_01823,18,41245,21783,17934,14339,0,Unemployed,0
CUST_01824,25,25119,41036,39379,31928,6,Salaried,1
CUST_01825,73,91707,77791,12705,7134,26,Salaried,0
CUST_01826,64,140844,169023,45311,24355,43,Salaried,0
CUST_01827,28,38548,26799,45239,24330,4,Salaried,0
CUST_01828,34,81880,86553,13869,2690,14,Salaried,0
CUST_01829,71,82111,83280,32282,5872,0,Unemployed,0
CUST_01830,22,148054,163494,17299,6529,0,Unemployed,0
CUST_01831,52,80108,122865,43958,10253,21,Salaried,0
CUST_01832,58,93289,3703,17624,8997,14,Salaried,0
CUST_01833,76,133782,160301,29069,20463,27,Salaried,0
